131,673,234,103,18,673,673,673,673,673,673,673,673,673,673,131,673,234,103,18,673,673,673,673,673,673,673,673,673,673
630,803,746,422,11,803,803,803,803,803,803,803,803,803,803,630,803,746,422,11,803,803,803,803,803,803,803,803,803,803
630,803,746,422,11,803,803,803,803,803,803,803,803,803,803,630,803,746,422,11,803,803,803,803,803,803,803,803,803,803
537,699,497,121,95,699,699,699,699,699,699,699,699,699,699,537,699,497,121,95,699,699,699,699,699,699,699,699,699,699
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
131,673,234,103,18,673,673,673,673,673,673,673,673,673,673,131,673,234,103,18,673,673,673,673,673,673,673,673,673,673
630,803,746,422,11,803,803,803,803,803,803,803,803,803,803,630,803,746,422,11,803,803,803,803,803,803,803,803,803,803
630,803,746,422,11,803,803,803,803,803,803,803,803,803,803,630,803,746,422,11,803,803,803,803,803,803,803,803,803,803
537,699,497,121,95,699,699,699,699,699,699,699,699,699,699,537,699,497,121,95,699,699,699,699,699,699,699,699,699,699
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
805,732,524,37,331,732,732,732,732,732,732,732,732,732,732,805,732,524,37,331,732,732,732,732,732,732,732,732,732,732
